defect_id,department,system_source,station_code,station_name,chainage_km,track_id,defect_category,defect_description,asset_age_years,overdue_days,hotspot_temp_celsius,estimated_repair_hours,power_block_required,tower_wagon_required,safety_risk_score,target_mpi_score,urgency_level
TDMS-DEF-0096,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,2.77,LINE_4_MAIN_UP,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,3.8,22,75.4,2.5,1,1,8,64.0,HIGH_PRIORITY
TDMS-DEF-0097,ELECTRICAL_TRD,TDMS,PRGL,Perungalathur,32.67,3RD_LINE_BIDIRECTIONAL,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),7.1,9,46.7,3.0,1,1,9,52.6,CRITICAL_EMERGENCY
TDMS-DEF-0098,ELECTRICAL_TRD,TDMS,TLM,Tirusulam,21.03,LINE_2_SUBURBAN_UP,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,11.9,11,49.5,1.0,1,0,3,26.8,ROUTINE_CYCLE
TDMS-DEF-0099,ELECTRICAL_TRD,TDMS,TLM,Tirusulam,21.31,LINE_3_MAIN_DN,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,13.7,15,58.6,1.0,1,0,3,33.1,ROUTINE_CYCLE
TDMS-DEF-0100,ELECTRICAL_TRD,TDMS,CMP,Chromepet,24.9,LINE_4_MAIN_UP,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,17.8,6,67.9,2.5,1,1,9,61.2,CRITICAL_EMERGENCY
TDMS-DEF-0101,ELECTRICAL_TRD,TDMS,MN,Meenambakkam,20.37,LINE_1_SUBURBAN_DN,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,8.3,0,74.9,2.0,1,0,4,30.3,ROUTINE_CYCLE
TDMS-DEF-0102,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,3.92,LINE_4_MAIN_UP,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,14.5,7,70.0,3.5,1,1,10,66.2,CRITICAL_EMERGENCY
TDMS-DEF-0103,ELECTRICAL_TRD,TDMS,POTI,Potheri,43.31,LINE_2_SUBURBAN_UP,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),14.6,8,81.9,3.0,1,1,10,70.5,CRITICAL_EMERGENCY
TDMS-DEF-0104,ELECTRICAL_TRD,TDMS,VDR,Vandalur,34.35,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,4.4,13,39.6,2.5,1,1,7,42.2,MEDIUM_PLANNED
TDMS-DEF-0105,ELECTRICAL_TRD,TDMS,MMNK,Maraimalai Nagar,46.8,LINE_2_SUBURBAN_UP,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,5.5,5,89.9,1.5,1,0,3,32.2,ROUTINE_CYCLE
TDMS-DEF-0106,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,51.93,3RD_LINE_BIDIRECTIONAL,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,8.2,1,46.5,1.5,1,0,4,22.4,ROUTINE_CYCLE
TDMS-DEF-0107,ELECTRICAL_TRD,TDMS,CGL,Chengalpattu Junction,59.7,LINE_1_SUBURBAN_DN,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),14.2,3,64.1,3.0,1,1,10,61.5,CRITICAL_EMERGENCY
TDMS-DEF-0108,ELECTRICAL_TRD,TDMS,MBM,Mambalam,11.45,LINE_1_SUBURBAN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,4.7,4,35.0,3.5,1,1,8,39.7,MEDIUM_PLANNED
TDMS-DEF-0109,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,3.77,LINE_4_MAIN_UP,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,12.2,10,58.1,3.5,1,1,8,53.8,MEDIUM_PLANNED
TDMS-DEF-0110,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,26.68,LINE_1_SUBURBAN_DN,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,10.1,8,76.4,2.0,1,0,9,62.1,CRITICAL_EMERGENCY
TDMS-DEF-0111,ELECTRICAL_TRD,TDMS,PRGL,Perungalathur,32.43,LINE_2_SUBURBAN_UP,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,11.1,4,46.1,2.0,1,0,5,30.6,ROUTINE_CYCLE
TDMS-DEF-0112,ELECTRICAL_TRD,TDMS,PRGL,Perungalathur,31.95,LINE_1_SUBURBAN_DN,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,9.4,43,66.8,1.0,1,0,3,53.4,MEDIUM_PLANNED
TDMS-DEF-0113,ELECTRICAL_TRD,TDMS,GDY,Guindy,14.79,LINE_1_SUBURBAN_DN,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,17.2,9,84.9,1.5,1,0,4,43.2,MEDIUM_PLANNED
TDMS-DEF-0114,ELECTRICAL_TRD,TDMS,POTI,Potheri,43.86,LINE_2_SUBURBAN_UP,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,14.0,2,78.2,1.5,1,0,4,35.0,MEDIUM_PLANNED
TDMS-DEF-0115,ELECTRICAL_TRD,TDMS,GI,Guduvancheri,40.36,3RD_LINE_BIDIRECTIONAL,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),8.9,1,49.7,3.0,1,1,9,48.7,CRITICAL_EMERGENCY
TDMS-DEF-0116,ELECTRICAL_TRD,TDMS,UPM,Urapakkam,37.9,LINE_1_SUBURBAN_DN,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,14.5,1,58.5,2.0,1,0,5,33.5,ROUTINE_CYCLE
TDMS-DEF-0117,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,27.41,LINE_3_MAIN_DN,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,5.5,2,57.7,2.0,1,0,6,35.4,MEDIUM_PLANNED
TDMS-DEF-0118,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,16.53,LINE_2_SUBURBAN_UP,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,6.0,1,47.5,1.5,1,0,4,21.9,ROUTINE_CYCLE
TDMS-DEF-0119,ELECTRICAL_TRD,TDMS,SP,Saidapet,12.46,LINE_2_SUBURBAN_UP,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,13.4,2,48.4,1.5,1,0,2,15.8,ROUTINE_CYCLE
TDMS-DEF-0120,ELECTRICAL_TRD,TDMS,SP,Saidapet,12.49,LINE_2_SUBURBAN_UP,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,15.1,3,55.3,2.0,1,0,4,29.2,ROUTINE_CYCLE
TDMS-DEF-0121,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,4.91,LINE_4_MAIN_UP,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),13.9,1,65.9,3.0,1,1,8,50.5,MEDIUM_PLANNED
TDMS-DEF-0122,ELECTRICAL_TRD,TDMS,CMP,Chromepet,25.17,LINE_3_MAIN_DN,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,16.2,22,85.2,1.5,1,0,5,56.9,HIGH_PRIORITY
TDMS-DEF-0123,ELECTRICAL_TRD,TDMS,SP,Saidapet,12.89,LINE_3_MAIN_DN,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,4.4,0,67.9,1.0,1,0,1,11.6,ROUTINE_CYCLE
TDMS-DEF-0124,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,27.78,LINE_4_MAIN_UP,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,1.1,7,54.8,1.5,1,0,2,16.3,ROUTINE_CYCLE
TDMS-DEF-0125,ELECTRICAL_TRD,TDMS,PV,Pallavaram,23.82,LINE_4_MAIN_UP,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,12.6,5,35.7,3.5,1,1,8,43.8,MEDIUM_PLANNED
TDMS-DEF-0126,ELECTRICAL_TRD,TDMS,MN,Meenambakkam,20.15,LINE_3_MAIN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,11.2,40,49.8,3.5,1,1,10,81.9,CRITICAL_EMERGENCY
TDMS-DEF-0127,ELECTRICAL_TRD,TDMS,SP,Saidapet,12.53,LINE_4_MAIN_UP,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,6.9,1,63.4,3.5,1,1,8,47.0,MEDIUM_PLANNED
TDMS-DEF-0128,ELECTRICAL_TRD,TDMS,TLM,Tirusulam,21.5,LINE_3_MAIN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,15.5,5,50.9,3.5,1,1,8,49.5,MEDIUM_PLANNED
TDMS-DEF-0129,ELECTRICAL_TRD,TDMS,PRGL,Perungalathur,32.12,3RD_LINE_BIDIRECTIONAL,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,14.7,34,76.1,2.0,1,0,5,62.0,HIGH_PRIORITY
TDMS-DEF-0130,ELECTRICAL_TRD,TDMS,TBM,Tambaram,29.05,LINE_4_MAIN_UP,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,3.1,20,89.7,2.0,1,0,5,51.6,MEDIUM_PLANNED
TDMS-DEF-0131,ELECTRICAL_TRD,TDMS,CMP,Chromepet,25.78,LINE_2_SUBURBAN_UP,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,9.2,16,91.7,1.0,1,0,4,46.9,MEDIUM_PLANNED
TDMS-DEF-0132,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,27.41,LINE_3_MAIN_DN,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,5.8,2,67.0,1.5,1,0,4,28.3,ROUTINE_CYCLE
TDMS-DEF-0133,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,1.66,LINE_2_SUBURBAN_UP,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),4.3,1,49.5,3.0,1,1,10,51.8,CRITICAL_EMERGENCY
TDMS-DEF-0134,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,4.25,LINE_3_MAIN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,6.8,11,66.9,2.5,1,1,8,55.0,HIGH_PRIORITY
TDMS-DEF-0135,ELECTRICAL_TRD,TDMS,PZA,Pazhavanthangal,18.08,LINE_1_SUBURBAN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,15.7,26,89.9,3.5,1,1,9,81.0,CRITICAL_EMERGENCY
TDMS-DEF-0136,ELECTRICAL_TRD,TDMS,PRGL,Perungalathur,32.75,3RD_LINE_BIDIRECTIONAL,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,3.6,8,79.5,1.5,1,0,4,35.4,MEDIUM_PLANNED
TDMS-DEF-0137,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,17.36,LINE_4_MAIN_UP,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,16.1,8,56.7,1.5,1,0,3,28.6,ROUTINE_CYCLE
TDMS-DEF-0138,ELECTRICAL_TRD,TDMS,PV,Pallavaram,23.33,LINE_2_SUBURBAN_UP,INSULATOR_FLASHOVER_RISK,Severe pollution & industrial carbon coating on 25kV composite insulator,11.7,3,87.9,2.5,1,0,8,57.6,HIGH_PRIORITY
TDMS-DEF-0139,ELECTRICAL_TRD,TDMS,UPM,Urapakkam,37.66,LINE_2_SUBURBAN_UP,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,1.9,14,54.6,2.0,1,0,7,46.4,MEDIUM_PLANNED
TDMS-DEF-0140,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,17.33,LINE_3_MAIN_DN,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,5.2,2,60.4,1.0,1,0,2,16.1,ROUTINE_CYCLE
TDMS-DEF-0141,ELECTRICAL_TRD,TDMS,MMNK,Maraimalai Nagar,47.08,LINE_2_SUBURBAN_UP,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,3.4,3,83.7,1.0,1,0,2,23.1,ROUTINE_CYCLE
TDMS-DEF-0142,ELECTRICAL_TRD,TDMS,MMNK,Maraimalai Nagar,46.59,LINE_2_SUBURBAN_UP,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,4.2,5,57.6,2.0,1,0,6,37.0,MEDIUM_PLANNED
TDMS-DEF-0143,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,3.68,LINE_4_MAIN_UP,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,1.4,7,78.9,1.5,1,0,3,28.6,ROUTINE_CYCLE
TDMS-DEF-0144,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,3.99,LINE_2_SUBURBAN_UP,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,12.0,2,85.5,2.0,1,0,8,56.3,HIGH_PRIORITY
TDMS-DEF-0145,ELECTRICAL_TRD,TDMS,MBM,Mambalam,10.94,LINE_3_MAIN_DN,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,11.5,1,42.5,1.5,1,0,2,12.6,ROUTINE_CYCLE
TDMS-DEF-0146,ELECTRICAL_TRD,TDMS,MSB,Chennai Beach,0.1,LINE_3_MAIN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,15.6,9,61.6,3.5,1,1,10,65.5,CRITICAL_EMERGENCY
TDMS-DEF-0147,ELECTRICAL_TRD,TDMS,SP,Saidapet,12.97,LINE_2_SUBURBAN_UP,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,3.6,3,69.1,1.5,1,0,3,23.8,ROUTINE_CYCLE
TDMS-DEF-0148,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,27.56,LINE_3_MAIN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,8.9,8,47.9,3.5,1,1,8,48.0,MEDIUM_PLANNED
TDMS-DEF-0149,ELECTRICAL_TRD,TDMS,PV,Pallavaram,22.88,LINE_4_MAIN_UP,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,3.2,1,35.6,2.5,1,1,9,42.2,CRITICAL_EMERGENCY
TDMS-DEF-0150,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,51.97,LINE_2_SUBURBAN_UP,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,8.7,6,35.5,2.5,1,1,8,42.8,MEDIUM_PLANNED
TDMS-DEF-0151,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,51.45,LINE_1_SUBURBAN_DN,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,14.5,7,69.0,1.0,1,0,1,20.9,ROUTINE_CYCLE
TDMS-DEF-0152,ELECTRICAL_TRD,TDMS,TBM,Tambaram,28.96,LINE_4_MAIN_UP,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,8.1,0,49.2,1.5,1,0,3,17.5,ROUTINE_CYCLE
TDMS-DEF-0153,ELECTRICAL_TRD,TDMS,MN,Meenambakkam,19.65,LINE_1_SUBURBAN_DN,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,11.4,4,64.4,1.0,1,0,3,26.2,ROUTINE_CYCLE
TDMS-DEF-0154,ELECTRICAL_TRD,TDMS,CGL,Chengalpattu Junction,59.7,LINE_2_SUBURBAN_UP,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,11.8,1,65.3,2.5,1,1,8,49.5,MEDIUM_PLANNED
TDMS-DEF-0155,ELECTRICAL_TRD,TDMS,TLM,Tirusulam,20.78,LINE_1_SUBURBAN_DN,INSULATOR_FLASHOVER_RISK,Severe pollution & industrial carbon coating on 25kV composite insulator,2.9,0,41.3,2.5,1,0,7,33.0,ROUTINE_CYCLE
TDMS-DEF-0156,ELECTRICAL_TRD,TDMS,VDR,Vandalur,34.37,3RD_LINE_BIDIRECTIONAL,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,3.8,46,36.1,1.5,1,0,2,39.0,MEDIUM_PLANNED
TDMS-DEF-0157,ELECTRICAL_TRD,TDMS,TBM,Tambaram,28.47,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,5.2,3,75.8,2.5,1,1,10,61.4,CRITICAL_EMERGENCY
TDMS-DEF-0158,ELECTRICAL_TRD,TDMS,MSB,Chennai Beach,0.1,LINE_2_SUBURBAN_UP,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),9.1,16,54.5,3.0,1,1,9,60.7,CRITICAL_EMERGENCY
TDMS-DEF-0159,ELECTRICAL_TRD,TDMS,CGL,Chengalpattu Junction,59.7,LINE_2_SUBURBAN_UP,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,12.7,2,36.8,1.5,1,0,2,12.0,ROUTINE_CYCLE
TDMS-DEF-0160,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,52.11,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,14.1,11,39.1,2.5,1,1,8,49.6,MEDIUM_PLANNED
TDMS-DEF-0161,ELECTRICAL_TRD,TDMS,NBK,Nungambakkam,7.72,LINE_3_MAIN_DN,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,15.0,14,42.0,1.0,1,0,3,27.9,ROUTINE_CYCLE
TDMS-DEF-0162,ELECTRICAL_TRD,TDMS,MBM,Mambalam,11.13,LINE_4_MAIN_UP,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,13.4,9,36.9,2.0,1,0,5,32.2,ROUTINE_CYCLE
TDMS-DEF-0163,ELECTRICAL_TRD,TDMS,MMNK,Maraimalai Nagar,47.34,3RD_LINE_BIDIRECTIONAL,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,8.8,6,73.8,2.0,1,0,5,39.4,MEDIUM_PLANNED
TDMS-DEF-0164,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,16.64,LINE_1_SUBURBAN_DN,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,9.6,5,49.4,1.5,1,0,3,21.7,ROUTINE_CYCLE
TDMS-DEF-0165,ELECTRICAL_TRD,TDMS,MKK,Kodambakkam,9.48,LINE_1_SUBURBAN_DN,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,17.5,4,48.5,2.0,1,0,5,33.9,ROUTINE_CYCLE
TDMS-DEF-0166,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,16.44,LINE_3_MAIN_DN,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,7.4,26,48.9,2.0,1,0,6,50.3,MEDIUM_PLANNED
TDMS-DEF-0167,ELECTRICAL_TRD,TDMS,PRGL,Perungalathur,33.04,LINE_2_SUBURBAN_UP,INSULATOR_FLASHOVER_RISK,Severe pollution & industrial carbon coating on 25kV composite insulator,7.0,17,40.1,2.5,1,0,6,41.2,MEDIUM_PLANNED
TDMS-DEF-0168,ELECTRICAL_TRD,TDMS,CMP,Chromepet,24.78,LINE_3_MAIN_DN,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),1.5,33,71.7,3.0,1,1,10,79.7,CRITICAL_EMERGENCY
TDMS-DEF-0169,ELECTRICAL_TRD,TDMS,TBM,Tambaram,29.55,LINE_1_SUBURBAN_DN,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,4.6,1,91.0,1.5,1,0,5,39.3,MEDIUM_PLANNED
TDMS-DEF-0170,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,51.27,LINE_2_SUBURBAN_UP,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,0.9,13,56.5,2.0,1,0,6,40.9,MEDIUM_PLANNED
TDMS-DEF-0171,ELECTRICAL_TRD,TDMS,MSC,Chetpet,6.21,LINE_1_SUBURBAN_DN,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,12.9,27,66.9,1.5,1,0,4,48.6,MEDIUM_PLANNED
TDMS-DEF-0172,ELECTRICAL_TRD,TDMS,POTI,Potheri,43.93,3RD_LINE_BIDIRECTIONAL,INSULATOR_FLASHOVER_RISK,Severe pollution & industrial carbon coating on 25kV composite insulator,10.0,1,53.4,2.5,1,0,7,40.2,MEDIUM_PLANNED
TDMS-DEF-0173,ELECTRICAL_TRD,TDMS,SP,Saidapet,13.41,LINE_2_SUBURBAN_UP,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,9.8,0,60.6,2.0,1,0,7,41.6,MEDIUM_PLANNED
TDMS-DEF-0174,ELECTRICAL_TRD,TDMS,TBM,Tambaram,28.95,LINE_1_SUBURBAN_DN,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,7.1,13,45.6,1.5,1,0,2,20.1,ROUTINE_CYCLE
TDMS-DEF-0175,ELECTRICAL_TRD,TDMS,VDR,Vandalur,34.94,3RD_LINE_BIDIRECTIONAL,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,6.1,8,38.6,2.0,1,0,6,34.1,ROUTINE_CYCLE
TDMS-DEF-0176,ELECTRICAL_TRD,TDMS,MN,Meenambakkam,19.61,LINE_4_MAIN_UP,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,3.2,18,51.1,1.5,1,0,3,28.7,ROUTINE_CYCLE
TDMS-DEF-0177,ELECTRICAL_TRD,TDMS,UPM,Urapakkam,37.25,LINE_1_SUBURBAN_DN,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,12.0,1,37.5,1.5,1,0,2,11.2,ROUTINE_CYCLE
TDMS-DEF-0178,ELECTRICAL_TRD,TDMS,NBK,Nungambakkam,8.67,LINE_2_SUBURBAN_UP,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,9.0,15,40.6,2.0,1,0,8,50.8,MEDIUM_PLANNED
TDMS-DEF-0179,ELECTRICAL_TRD,TDMS,UPM,Urapakkam,37.97,3RD_LINE_BIDIRECTIONAL,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,9.7,2,75.0,1.5,1,0,3,27.3,ROUTINE_CYCLE
TDMS-DEF-0180,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,1.61,LINE_1_SUBURBAN_DN,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),16.8,1,46.9,3.0,1,1,9,51.0,CRITICAL_EMERGENCY
TDMS-DEF-0181,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,3.03,LINE_1_SUBURBAN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,10.3,1,88.5,3.5,1,1,10,65.9,CRITICAL_EMERGENCY
TDMS-DEF-0182,ELECTRICAL_TRD,TDMS,PZA,Pazhavanthangal,19.16,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,9.8,16,76.9,2.5,1,1,9,67.7,CRITICAL_EMERGENCY
TDMS-DEF-0183,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,3.69,LINE_1_SUBURBAN_DN,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,13.2,10,65.3,2.0,1,0,6,46.4,MEDIUM_PLANNED
TDMS-DEF-0184,ELECTRICAL_TRD,TDMS,MKK,Kodambakkam,9.72,LINE_2_SUBURBAN_UP,INSULATOR_FLASHOVER_RISK,Severe pollution & industrial carbon coating on 25kV composite insulator,10.3,7,66.8,2.5,1,0,8,53.6,MEDIUM_PLANNED
TDMS-DEF-0185,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,4.69,LINE_3_MAIN_DN,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,12.8,4,59.3,1.5,1,0,2,20.2,ROUTINE_CYCLE
TDMS-DEF-0186,ELECTRICAL_TRD,TDMS,NBK,Nungambakkam,8.56,LINE_4_MAIN_UP,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,6.4,20,44.0,1.5,1,0,3,29.3,ROUTINE_CYCLE
TDMS-DEF-0187,ELECTRICAL_TRD,TDMS,PZA,Pazhavanthangal,19.31,LINE_3_MAIN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,7.7,4,71.1,3.5,1,1,10,61.7,CRITICAL_EMERGENCY
TDMS-DEF-0188,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,17.27,LINE_2_SUBURBAN_UP,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,13.9,16,87.8,1.0,1,0,3,42.6,MEDIUM_PLANNED
TDMS-DEF-0189,ELECTRICAL_TRD,TDMS,PZA,Pazhavanthangal,19.4,LINE_4_MAIN_UP,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,0.5,5,37.0,1.0,1,0,2,9.3,ROUTINE_CYCLE
TDMS-DEF-0190,ELECTRICAL_TRD,TDMS,VDR,Vandalur,33.76,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,0.6,4,91.1,2.5,1,1,8,54.9,MEDIUM_PLANNED
TDMS-DEF-0191,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,16.45,LINE_3_MAIN_DN,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,9.4,6,67.5,1.5,1,0,2,22.7,ROUTINE_CYCLE
