defect_id,department,system_source,station_code,station_name,chainage_km,asset_id,asset_type,defect_category,defect_description,asset_age_years,overdue_days,operating_cycles_thousands,estimated_repair_hours,safety_risk_score,target_mpi_score,urgency_level
SMMS-DEF-0099,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT-82,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,9.3,13,145.6,2.5,10,66.4,CRITICAL_EMERGENCY
SMMS-DEF-0100,S_AND_T,SMMS,SP,Saidapet,12.9,POINT-63,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,12.2,14,188.9,2.5,10,70.5,CRITICAL_EMERGENCY
SMMS-DEF-0101,S_AND_T,SMMS,GDY,Guindy,15.01,POINT-35,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),10.7,1,103.2,2.0,8,45.2,MEDIUM_PLANNED
SMMS-DEF-0102,S_AND_T,SMMS,TBMS,Tambaram Sanatorium,27.85,SIG-TBMS-27,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,14.5,23,254.6,2.5,9,76.9,CRITICAL_EMERGENCY
SMMS-DEF-0103,S_AND_T,SMMS,UPM,Urapakkam,37.13,SIG-UPM-41,ABS_SIGNAL_POST,SIGNAL_ASPECT_LED_DEGRADATION,Main aspect LED unit luminous intensity below safety threshold,2.6,7,113.2,1.0,5,32.3,ROUTINE_CYCLE
SMMS-DEF-0104,S_AND_T,SMMS,GI,Guduvancheri,40.3,SIG-GI-83,ABS_SIGNAL_POST,SIGNAL_ASPECT_LED_DEGRADATION,Main aspect LED unit luminous intensity below safety threshold,9.7,17,206.5,1.0,6,52.8,MEDIUM_PLANNED
SMMS-DEF-0105,S_AND_T,SMMS,UPM,Urapakkam,37.79,SIG-UPM-61,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,8.0,3,99.9,2.5,9,50.6,CRITICAL_EMERGENCY
SMMS-DEF-0106,S_AND_T,SMMS,CMP,Chromepet,25.18,SIG-CMP-21,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),11.1,22,154.8,2.0,10,74.8,CRITICAL_EMERGENCY
SMMS-DEF-0107,S_AND_T,SMMS,MPK,Chennai Park,3.37,SIG-MPK-37,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,14.5,4,266.6,1.5,9,62.3,CRITICAL_EMERGENCY
SMMS-DEF-0108,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT-41,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),8.9,0,187.7,2.0,8,47.9,MEDIUM_PLANNED
SMMS-DEF-0109,S_AND_T,SMMS,GI,Guduvancheri,40.67,SIG-GI-22,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),9.6,23,270.2,2.0,8,70.8,HIGH_PRIORITY
SMMS-DEF-0110,S_AND_T,SMMS,GDY,Guindy,15.01,POINT-35,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),0.5,0,307.2,2.0,7,45.6,MEDIUM_PLANNED
SMMS-DEF-0111,S_AND_T,SMMS,MSC,Chetpet,6.94,SIG-MSC-30,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,13.2,3,282.4,2.0,6,46.8,MEDIUM_PLANNED
SMMS-DEF-0112,S_AND_T,SMMS,SP,Saidapet,12.48,SIG-SP-16,ABS_SIGNAL_POST,SIGNAL_ASPECT_LED_DEGRADATION,Main aspect LED unit luminous intensity below safety threshold,6.2,29,108.2,1.0,8,66.1,HIGH_PRIORITY
SMMS-DEF-0113,S_AND_T,SMMS,TLM,Tirusulam,21.38,SIG-TLM-10,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,3.6,30,38.8,2.5,10,72.4,CRITICAL_EMERGENCY
SMMS-DEF-0114,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT-142,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),10.6,8,264.2,2.0,8,58.9,HIGH_PRIORITY
SMMS-DEF-0115,S_AND_T,SMMS,CMP,Chromepet,24.92,SIG-CMP-21,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,11.1,9,46.2,1.5,9,54.0,CRITICAL_EMERGENCY
SMMS-DEF-0116,S_AND_T,SMMS,GDY,Guindy,14.65,SIG-GDY-92,ABS_SIGNAL_POST,SIGNAL_ASPECT_LED_DEGRADATION,Main aspect LED unit luminous intensity below safety threshold,14.9,5,58.6,1.0,7,42.9,MEDIUM_PLANNED
SMMS-DEF-0117,S_AND_T,SMMS,VDR,Vandalur,34.59,SIG-VDR-54,POINT_MACHINE,ROUTINE_POINT_CLEANING_GREASING,"Bi-weekly point cleaning, graphite greasing and switch chair plate check",11.0,3,206.6,1.0,1,17.1,ROUTINE_CYCLE
SMMS-DEF-0118,S_AND_T,SMMS,VDR,Vandalur,34.63,SIG-VDR-21,DIGITAL_AXLE_COUNTER,AXLE_COUNTER_DRIFT,High-frequency wheel sensor signal amplitude drift on rail foot,13.5,3,57.7,1.5,7,40.7,MEDIUM_PLANNED
SMMS-DEF-0119,S_AND_T,SMMS,MN,Meenambakkam,19.89,SIG-MN-50,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,12.0,11,90.6,1.5,10,63.1,CRITICAL_EMERGENCY
SMMS-DEF-0120,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT-41,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,10.5,13,273.6,2.5,10,73.3,CRITICAL_EMERGENCY
SMMS-DEF-0121,S_AND_T,SMMS,MKK,Kodambakkam,9.7,SIG-MKK-34,POWER_SUPPLY,SIGNAL_BATTERY_WATERING,Maintenance of 110V battery bank & electrolyte specific gravity check,11.3,15,105.1,1.5,2,26.8,ROUTINE_CYCLE
SMMS-DEF-0122,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.7,SIG-CGL-59,POINT_MACHINE,ROUTINE_POINT_CLEANING_GREASING,"Bi-weekly point cleaning, graphite greasing and switch chair plate check",2.1,15,167.4,1.0,3,31.2,ROUTINE_CYCLE
SMMS-DEF-0123,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT-118,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,14.0,0,55.3,2.5,10,53.4,CRITICAL_EMERGENCY
SMMS-DEF-0124,S_AND_T,SMMS,TBM,Tambaram,29.32,SIG-TBM-19,POINT_MACHINE,ROUTINE_POINT_CLEANING_GREASING,"Bi-weekly point cleaning, graphite greasing and switch chair plate check",0.7,6,35.6,1.0,2,11.9,ROUTINE_CYCLE
SMMS-DEF-0125,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT-118,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,6.3,0,102.4,2.5,10,52.6,CRITICAL_EMERGENCY
SMMS-DEF-0126,S_AND_T,SMMS,TLM,Tirusulam,21.14,SIG-TLM-20,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,9.8,7,179.0,1.5,8,53.5,MEDIUM_PLANNED
SMMS-DEF-0127,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT-41,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),13.9,5,312.2,2.0,7,55.2,HIGH_PRIORITY
SMMS-DEF-0128,S_AND_T,SMMS,MN,Meenambakkam,20.13,SIG-MN-49,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,10.6,21,237.6,2.5,9,72.9,CRITICAL_EMERGENCY
SMMS-DEF-0129,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT-12,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,2.2,4,201.8,2.5,8,49.2,MEDIUM_PLANNED
SMMS-DEF-0130,S_AND_T,SMMS,GDY,Guindy,15.01,POINT-35,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),10.8,1,229.0,2.0,7,46.6,MEDIUM_PLANNED
SMMS-DEF-0131,S_AND_T,SMMS,PZA,Pazhavanthangal,18.77,SIG-PZA-31,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,5.9,1,243.7,2.0,7,45.3,MEDIUM_PLANNED
SMMS-DEF-0132,S_AND_T,SMMS,MS,Chennai Egmore,4.59,SIG-MS-52,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),12.2,14,98.0,2.0,7,51.0,MEDIUM_PLANNED
SMMS-DEF-0133,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT-12,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),7.9,9,31.9,2.0,9,52.0,CRITICAL_EMERGENCY
SMMS-DEF-0134,S_AND_T,SMMS,GDY,Guindy,15.01,POINT-35,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),2.0,1,190.0,2.0,9,51.1,CRITICAL_EMERGENCY
SMMS-DEF-0135,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT-118,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),13.0,0,89.6,2.0,8,44.7,MEDIUM_PLANNED
SMMS-DEF-0136,S_AND_T,SMMS,MSC,Chetpet,6.24,SIG-MSC-80,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),12.1,12,232.8,2.0,9,66.1,CRITICAL_EMERGENCY
SMMS-DEF-0137,S_AND_T,SMMS,STM,St. Thomas Mount,16.87,SIG-STM-44,SIGNALLING_CABLE,CABLE_INSULATION_DROP,Underground signaling multicore cable megger value below 1 MOhm/km,12.5,0,189.3,3.0,5,34.5,ROUTINE_CYCLE
SMMS-DEF-0138,S_AND_T,SMMS,MSF,Chennai Fort,1.48,SIG-MSF-15,POWER_SUPPLY,SIGNAL_BATTERY_WATERING,Maintenance of 110V battery bank & electrolyte specific gravity check,14.3,17,36.0,1.5,3,31.1,ROUTINE_CYCLE
SMMS-DEF-0139,S_AND_T,SMMS,SKL,Singaperumal Koil,51.82,SIG-SKL-21,SIGNALLING_CABLE,CABLE_INSULATION_DROP,Underground signaling multicore cable megger value below 1 MOhm/km,8.5,12,17.4,3.0,5,33.9,ROUTINE_CYCLE
SMMS-DEF-0140,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT-41,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,4.0,0,127.3,2.5,9,48.0,CRITICAL_EMERGENCY
SMMS-DEF-0141,S_AND_T,SMMS,SKL,Singaperumal Koil,51.18,SIG-SKL-41,POWER_SUPPLY,SIGNAL_BATTERY_WATERING,Maintenance of 110V battery bank & electrolyte specific gravity check,2.7,0,299.4,1.5,2,21.0,ROUTINE_CYCLE
SMMS-DEF-0142,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT-82,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,10.6,43,17.9,2.5,10,84.5,CRITICAL_EMERGENCY
SMMS-DEF-0143,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT-175,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,11.0,4,46.7,2.5,10,54.9,CRITICAL_EMERGENCY
SMMS-DEF-0144,S_AND_T,SMMS,TLM,Tirusulam,21.21,SIG-TLM-28,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),10.8,4,43.4,2.0,7,39.7,MEDIUM_PLANNED
SMMS-DEF-0145,S_AND_T,SMMS,TBMS,Tambaram Sanatorium,27.27,SIG-TBMS-68,SIGNALLING_CABLE,CABLE_INSULATION_DROP,Underground signaling multicore cable megger value below 1 MOhm/km,14.6,16,40.9,3.0,5,40.7,MEDIUM_PLANNED
SMMS-DEF-0146,S_AND_T,SMMS,UPM,Urapakkam,37.82,SIG-UPM-85,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,8.7,29,147.7,2.5,9,74.1,CRITICAL_EMERGENCY
SMMS-DEF-0147,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT-41,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,13.9,42,134.9,2.5,10,90.9,CRITICAL_EMERGENCY
SMMS-DEF-0148,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT-142,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),1.6,13,76.8,2.0,9,54.9,CRITICAL_EMERGENCY
SMMS-DEF-0149,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT-12,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),7.3,4,139.0,2.0,9,53.1,CRITICAL_EMERGENCY
SMMS-DEF-0150,S_AND_T,SMMS,SKL,Singaperumal Koil,51.19,SIG-SKL-69,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,4.3,0,51.6,2.0,6,29.3,ROUTINE_CYCLE
SMMS-DEF-0151,S_AND_T,SMMS,GDY,Guindy,15.34,SIG-GDY-15,ABS_SIGNAL_POST,LED_UNIT_ROUTINE_INSPECTION,Quarterly photometric Lux measurement and aspect lens cleaning,3.6,15,276.3,1.0,1,27.3,ROUTINE_CYCLE
SMMS-DEF-0152,S_AND_T,SMMS,SP,Saidapet,12.9,POINT-63,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,6.2,8,29.9,2.5,9,50.4,CRITICAL_EMERGENCY
SMMS-DEF-0153,S_AND_T,SMMS,GDY,Guindy,15.01,POINT-35,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),6.4,5,152.9,2.0,9,54.2,CRITICAL_EMERGENCY
SMMS-DEF-0154,S_AND_T,SMMS,MS,Chennai Egmore,4.28,SIG-MS-25,ABS_SIGNAL_POST,SIGNAL_ASPECT_LED_DEGRADATION,Main aspect LED unit luminous intensity below safety threshold,0.7,23,268.3,1.0,6,57.1,HIGH_PRIORITY
SMMS-DEF-0155,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT-175,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),9.6,1,211.6,2.0,9,55.2,CRITICAL_EMERGENCY
SMMS-DEF-0156,S_AND_T,SMMS,MPK,Chennai Park,2.59,SIG-MPK-35,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,13.6,6,150.2,2.5,8,52.7,MEDIUM_PLANNED
SMMS-DEF-0157,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT-82,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),14.2,0,30.4,2.0,9,47.2,CRITICAL_EMERGENCY
SMMS-DEF-0158,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.85,SIG-MMNK-58,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),10.4,6,67.7,2.0,7,42.3,MEDIUM_PLANNED
SMMS-DEF-0159,S_AND_T,SMMS,SP,Saidapet,12.68,SIG-SP-14,ABS_SIGNAL_POST,SIGNAL_ASPECT_LED_DEGRADATION,Main aspect LED unit luminous intensity below safety threshold,9.4,0,203.2,1.0,7,43.9,MEDIUM_PLANNED
SMMS-DEF-0160,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT-175,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,7.4,1,41.8,2.5,9,45.9,CRITICAL_EMERGENCY
SMMS-DEF-0161,S_AND_T,SMMS,SP,Saidapet,12.9,POINT-63,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,12.1,1,91.0,2.5,10,55.2,CRITICAL_EMERGENCY
SMMS-DEF-0162,S_AND_T,SMMS,MN,Meenambakkam,20.32,SIG-MN-71,SIGNALLING_CABLE,CABLE_INSULATION_DROP,Underground signaling multicore cable megger value below 1 MOhm/km,8.4,10,162.8,3.0,7,49.5,MEDIUM_PLANNED
SMMS-DEF-0163,S_AND_T,SMMS,MN,Meenambakkam,19.81,SIG-MN-50,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),9.2,13,23.9,2.0,8,50.3,MEDIUM_PLANNED
SMMS-DEF-0164,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT-142,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,11.6,8,319.9,2.5,8,62.0,HIGH_PRIORITY
SMMS-DEF-0165,S_AND_T,SMMS,SP,Saidapet,12.9,POINT-63,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),12.3,32,294.8,2.0,8,80.3,CRITICAL_EMERGENCY
SMMS-DEF-0166,S_AND_T,SMMS,MBM,Mambalam,11.37,SIG-MBM-55,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,14.1,4,317.4,1.5,8,59.7,HIGH_PRIORITY
SMMS-DEF-0167,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT-82,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,10.6,3,293.8,2.5,8,56.3,HIGH_PRIORITY
SMMS-DEF-0168,S_AND_T,SMMS,PZA,Pazhavanthangal,19.2,SIG-PZA-28,ABS_SIGNAL_POST,LED_UNIT_ROUTINE_INSPECTION,Quarterly photometric Lux measurement and aspect lens cleaning,8.7,20,72.4,1.0,2,28.1,ROUTINE_CYCLE
SMMS-DEF-0169,S_AND_T,SMMS,NBK,Nungambakkam,8.14,SIG-NBK-17,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,3.9,2,81.7,2.5,10,52.2,CRITICAL_EMERGENCY
SMMS-DEF-0170,S_AND_T,SMMS,STM,St. Thomas Mount,17.54,SIG-STM-26,DIGITAL_AXLE_COUNTER,AXLE_COUNTER_DRIFT,High-frequency wheel sensor signal amplitude drift on rail foot,5.4,33,69.1,1.5,9,72.0,CRITICAL_EMERGENCY
SMMS-DEF-0171,S_AND_T,SMMS,GDY,Guindy,15.01,POINT-35,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,13.8,0,251.2,2.5,10,63.1,CRITICAL_EMERGENCY
SMMS-DEF-0172,S_AND_T,SMMS,MPK,Chennai Park,2.94,SIG-MPK-85,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,2.0,35,107.0,1.5,9,74.1,CRITICAL_EMERGENCY
SMMS-DEF-0173,S_AND_T,SMMS,MMNK,Maraimalai Nagar,47.41,SIG-MMNK-93,POINT_MACHINE,ROUTINE_POINT_CLEANING_GREASING,"Bi-weekly point cleaning, graphite greasing and switch chair plate check",5.1,0,230.7,1.0,3,23.6,ROUTINE_CYCLE
SMMS-DEF-0174,S_AND_T,SMMS,VDR,Vandalur,34.73,SIG-VDR-95,DIGITAL_AXLE_COUNTER,AXLE_COUNTER_DRIFT,High-frequency wheel sensor signal amplitude drift on rail foot,9.0,22,68.5,1.5,9,64.6,CRITICAL_EMERGENCY
SMMS-DEF-0175,S_AND_T,SMMS,GDY,Guindy,14.64,SIG-GDY-99,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),14.3,7,134.4,2.0,9,58.0,CRITICAL_EMERGENCY
SMMS-DEF-0176,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT-82,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,14.5,49,82.4,2.5,10,94.1,CRITICAL_EMERGENCY
SMMS-DEF-0177,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT-142,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),11.3,0,87.6,2.0,8,43.9,MEDIUM_PLANNED
SMMS-DEF-0178,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT-12,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,10.2,8,237.4,2.5,9,62.3,CRITICAL_EMERGENCY
SMMS-DEF-0179,S_AND_T,SMMS,SP,Saidapet,12.61,SIG-SP-54,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,4.2,34,48.0,2.5,9,71.3,CRITICAL_EMERGENCY
SMMS-DEF-0180,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT-142,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,14.6,7,284.8,2.5,9,65.7,CRITICAL_EMERGENCY
SMMS-DEF-0181,S_AND_T,SMMS,PZA,Pazhavanthangal,18.8,SIG-PZA-71,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,11.9,9,191.3,2.5,10,66.5,CRITICAL_EMERGENCY
SMMS-DEF-0182,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT-142,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),12.8,11,104.9,2.0,8,54.2,MEDIUM_PLANNED
SMMS-DEF-0183,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT-12,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),3.0,6,129.5,2.0,9,52.5,CRITICAL_EMERGENCY
SMMS-DEF-0184,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT-12,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),14.8,9,287.4,2.0,9,67.5,CRITICAL_EMERGENCY
SMMS-DEF-0185,S_AND_T,SMMS,GDY,Guindy,15.01,POINT-35,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,6.8,8,31.3,2.5,9,50.7,CRITICAL_EMERGENCY
SMMS-DEF-0186,S_AND_T,SMMS,SP,Saidapet,12.9,POINT-63,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),8.5,23,297.3,2.0,10,81.7,CRITICAL_EMERGENCY
SMMS-DEF-0187,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT-41,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),1.9,0,134.8,2.0,9,47.5,CRITICAL_EMERGENCY
SMMS-DEF-0188,S_AND_T,SMMS,MSC,Chetpet,6.11,SIG-MSC-64,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),1.8,3,266.3,2.0,9,56.4,CRITICAL_EMERGENCY
SMMS-DEF-0189,S_AND_T,SMMS,MKK,Kodambakkam,9.28,SIG-MKK-31,DIGITAL_AXLE_COUNTER,AXLE_COUNTER_DRIFT,High-frequency wheel sensor signal amplitude drift on rail foot,9.8,30,313.0,1.5,9,83.6,CRITICAL_EMERGENCY
SMMS-DEF-0190,S_AND_T,SMMS,GDY,Guindy,15.29,SIG-GDY-72,POINT_MACHINE,ROUTINE_POINT_CLEANING_GREASING,"Bi-weekly point cleaning, graphite greasing and switch chair plate check",13.5,22,95.8,1.0,4,42.8,MEDIUM_PLANNED
SMMS-DEF-0191,S_AND_T,SMMS,NBK,Nungambakkam,8.02,SIG-NBK-57,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,3.2,6,28.6,1.5,9,47.5,CRITICAL_EMERGENCY
SMMS-DEF-0192,S_AND_T,SMMS,MBM,Mambalam,11.63,SIG-MBM-17,ABS_SIGNAL_POST,LED_UNIT_ROUTINE_INSPECTION,Quarterly photometric Lux measurement and aspect lens cleaning,2.7,9,227.4,1.0,1,19.6,ROUTINE_CYCLE
SMMS-DEF-0193,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT-82,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,6.5,3,245.7,2.5,8,52.3,MEDIUM_PLANNED
SMMS-DEF-0194,S_AND_T,SMMS,MN,Meenambakkam,20.36,SIG-MN-78,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,10.5,2,300.6,1.5,10,65.8,CRITICAL_EMERGENCY
SMMS-DEF-0195,S_AND_T,SMMS,CMP,Chromepet,25.15,SIG-CMP-14,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,7.8,6,289.6,1.5,10,67.4,CRITICAL_EMERGENCY
SMMS-DEF-0196,S_AND_T,SMMS,VDR,Vandalur,34.09,SIG-VDR-32,POINT_MACHINE,ROUTINE_POINT_CLEANING_GREASING,"Bi-weekly point cleaning, graphite greasing and switch chair plate check",14.3,4,66.0,1.0,1,12.2,ROUTINE_CYCLE
SMMS-DEF-0197,S_AND_T,SMMS,MSC,Chetpet,6.1,SIG-MSC-97,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,6.8,8,319.2,2.5,10,70.1,CRITICAL_EMERGENCY
