defect_id,department,system_source,station_code,station_name,chainage_km,defect_category,asset_age_years,overdue_days,estimated_repair_hours,safety_risk_score,target_mpi_score,urgency_level,predicted_mpi_score,predicted_urgency_level,priority_rank
TDMS-DEF-0048,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,17.14,INSULATOR_FLASHOVER_RISK,17.5,1,2.5,9,60.9,CRITICAL_EMERGENCY,60.6,CRITICAL_EMERGENCY,122
TDMS-DEF-0110,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,26.68,CATENARY_DROPPER_FATIGUE,10.1,8,2.0,9,62.1,CRITICAL_EMERGENCY,60.5,CRITICAL_EMERGENCY,123
TMS-DEF-0252,ENGINEERING_CIVIL,TMS,CMP,Chromepet,24.87,RAIL_FRACTURE_RISK,7.5,4,3.5,10,61.3,CRITICAL_EMERGENCY,60.4,CRITICAL_EMERGENCY,124
SMMS-DEF-0164,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT_GROUND_CONNECTION_WEAR,11.6,8,2.5,8,62.0,HIGH_PRIORITY,60.3,HIGH_PRIORITY,125
TDMS-DEF-0078,ELECTRICAL_TRD,TDMS,POTI,Potheri,44.6,SECTION_INSULATOR_PITTING,15.1,13,2.5,9,59.6,CRITICAL_EMERGENCY,60.1,CRITICAL_EMERGENCY,126
TMS-DEF-0063,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,20.36,WELD_COLLAR_FATIGUE,7.0,17,2.5,8,60.4,HIGH_PRIORITY,60.1,HIGH_PRIORITY,127
TMS-DEF-0109,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.0,RAIL_FRACTURE_RISK,15.9,2,3.5,10,58.8,CRITICAL_EMERGENCY,59.5,CRITICAL_EMERGENCY,128
SMMS-DEF-0028,S_AND_T,SMMS,STM,St. Thomas Mount,17.32,ELECTRONIC_INTERLOCKING_CARD,4.8,9,1.5,10,57.7,CRITICAL_EMERGENCY,59.5,CRITICAL_EMERGENCY,129
SMMS-DEF-0002,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT_MACHINE_MOTOR_SLUGGISH,11.1,7,2.0,9,60.7,CRITICAL_EMERGENCY,59.5,CRITICAL_EMERGENCY,130
SMMS-DEF-0008,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_GROUND_CONNECTION_WEAR,9.8,3,2.5,9,61.4,CRITICAL_EMERGENCY,59.3,CRITICAL_EMERGENCY,131
SMMS-DEF-0205,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT_GROUND_CONNECTION_WEAR,10.4,11,2.5,8,63.5,HIGH_PRIORITY,59.3,HIGH_PRIORITY,132
SMMS-DEF-0206,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT_GROUND_CONNECTION_WEAR,5.2,1,2.5,10,59.7,CRITICAL_EMERGENCY,59.1,CRITICAL_EMERGENCY,133
SMMS-DEF-0022,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT_MACHINE_MOTOR_SLUGGISH,1.0,12,2.0,9,59.9,CRITICAL_EMERGENCY,59.1,CRITICAL_EMERGENCY,134
TMS-DEF-0004,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,20.77,IMR_ULTRASONIC_FLAW,12.3,9,3.0,9,57.1,CRITICAL_EMERGENCY,59.0,CRITICAL_EMERGENCY,135
TMS-DEF-0048,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,3.28,IMR_ULTRASONIC_FLAW,0.6,7,3.0,10,59.0,CRITICAL_EMERGENCY,58.8,CRITICAL_EMERGENCY,136
TMS-DEF-0159,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,20.56,RAIL_FRACTURE_RISK,11.0,2,3.5,10,58.7,CRITICAL_EMERGENCY,58.8,CRITICAL_EMERGENCY,137
TDMS-DEF-0180,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,1.61,CONTACT_WIRE_CONDEMNING_WEAR,16.8,1,3.0,9,51.0,CRITICAL_EMERGENCY,58.7,CRITICAL_EMERGENCY,138
SMMS-DEF-0203,S_AND_T,SMMS,VDR,Vandalur,34.55,ELECTRONIC_INTERLOCKING_CARD,6.2,3,1.5,10,64.0,CRITICAL_EMERGENCY,58.6,CRITICAL_EMERGENCY,139
SMMS-DEF-0175,S_AND_T,SMMS,GDY,Guindy,14.64,POINT_MACHINE_MOTOR_SLUGGISH,14.3,7,2.0,9,58.0,CRITICAL_EMERGENCY,58.6,CRITICAL_EMERGENCY,140
SMMS-DEF-0169,S_AND_T,SMMS,NBK,Nungambakkam,8.14,POINT_GROUND_CONNECTION_WEAR,3.9,2,2.5,10,52.2,CRITICAL_EMERGENCY,58.5,CRITICAL_EMERGENCY,141
TMS-DEF-0177,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.16,RAIL_FRACTURE_RISK,12.8,11,3.5,9,58.5,CRITICAL_EMERGENCY,58.3,CRITICAL_EMERGENCY,142
SMMS-DEF-0097,S_AND_T,SMMS,TLM,Tirusulam,20.82,AXLE_COUNTER_DRIFT,13.2,19,1.5,8,56.7,HIGH_PRIORITY,58.3,HIGH_PRIORITY,143
TDMS-DEF-0217,ELECTRICAL_TRD,TDMS,PZA,Pazhavanthangal,18.55,CANTILEVER_BRACKET_MISALIGN,17.9,14,2.0,6,58.7,HIGH_PRIORITY,58.3,HIGH_PRIORITY,144
SMMS-DEF-0240,S_AND_T,SMMS,GDY,Guindy,14.93,POINT_GROUND_CONNECTION_WEAR,8.0,1,2.5,10,59.2,CRITICAL_EMERGENCY,58.1,CRITICAL_EMERGENCY,145
SMMS-DEF-0047,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_GROUND_CONNECTION_WEAR,4.4,10,2.5,9,56.6,CRITICAL_EMERGENCY,58.1,CRITICAL_EMERGENCY,146
SMMS-DEF-0082,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_GROUND_CONNECTION_WEAR,5.3,11,2.5,9,58.2,CRITICAL_EMERGENCY,58.1,CRITICAL_EMERGENCY,147
SMMS-DEF-0015,S_AND_T,SMMS,MN,Meenambakkam,19.79,POINT_MACHINE_MOTOR_SLUGGISH,8.9,18,2.0,8,54.4,MEDIUM_PLANNED,58.0,HIGH_PRIORITY,148
SMMS-DEF-0024,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_MACHINE_MOTOR_SLUGGISH,13.8,3,2.0,9,57.5,CRITICAL_EMERGENCY,57.9,CRITICAL_EMERGENCY,149
SMMS-DEF-0083,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT_GROUND_CONNECTION_WEAR,3.2,9,2.5,9,59.3,CRITICAL_EMERGENCY,57.8,CRITICAL_EMERGENCY,150
SMMS-DEF-0166,S_AND_T,SMMS,MBM,Mambalam,11.37,ELECTRONIC_INTERLOCKING_CARD,14.1,4,1.5,8,59.7,HIGH_PRIORITY,57.7,HIGH_PRIORITY,151
SMMS-DEF-0058,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_GROUND_CONNECTION_WEAR,10.8,8,2.5,8,47.7,MEDIUM_PLANNED,57.6,HIGH_PRIORITY,152
TMS-DEF-0182,ENGINEERING_CIVIL,TMS,SKL,Singaperumal Koil,51.36,IMR_ULTRASONIC_FLAW,15.5,1,3.0,9,56.1,CRITICAL_EMERGENCY,57.2,CRITICAL_EMERGENCY,153
SMMS-DEF-0017,S_AND_T,SMMS,MMNK,Maraimalai Nagar,47.11,ELECTRONIC_INTERLOCKING_CARD,14.9,5,1.5,9,56.5,CRITICAL_EMERGENCY,57.2,CRITICAL_EMERGENCY,154
SMMS-DEF-0081,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT_GROUND_CONNECTION_WEAR,10.3,1,2.5,10,53.2,CRITICAL_EMERGENCY,57.1,CRITICAL_EMERGENCY,155
SMMS-DEF-0114,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT_MACHINE_MOTOR_SLUGGISH,10.6,8,2.0,8,58.9,HIGH_PRIORITY,57.1,HIGH_PRIORITY,156
SMMS-DEF-0161,S_AND_T,SMMS,SP,Saidapet,12.9,POINT_GROUND_CONNECTION_WEAR,12.1,1,2.5,10,55.2,CRITICAL_EMERGENCY,56.8,CRITICAL_EMERGENCY,157
SMMS-DEF-0062,S_AND_T,SMMS,MSB,Chennai Beach,0.1,ELECTRONIC_INTERLOCKING_CARD,11.0,10,1.5,8,56.7,HIGH_PRIORITY,56.8,HIGH_PRIORITY,158
SMMS-DEF-0148,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT_MACHINE_MOTOR_SLUGGISH,1.6,13,2.0,9,54.9,CRITICAL_EMERGENCY,56.7,CRITICAL_EMERGENCY,159
SMMS-DEF-0115,S_AND_T,SMMS,CMP,Chromepet,24.92,ELECTRONIC_INTERLOCKING_CARD,11.1,9,1.5,9,54.0,CRITICAL_EMERGENCY,56.5,CRITICAL_EMERGENCY,160
SMMS-DEF-0152,S_AND_T,SMMS,SP,Saidapet,12.9,POINT_GROUND_CONNECTION_WEAR,6.2,8,2.5,9,50.4,CRITICAL_EMERGENCY,56.5,CRITICAL_EMERGENCY,161
SMMS-DEF-0248,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_GROUND_CONNECTION_WEAR,3.0,11,2.5,9,56.2,CRITICAL_EMERGENCY,56.5,CRITICAL_EMERGENCY,162
TDMS-DEF-0035,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,17.77,CONTACT_WIRE_CONDEMNING_WEAR,13.5,10,3.0,9,55.9,CRITICAL_EMERGENCY,56.5,CRITICAL_EMERGENCY,163
TMS-DEF-0008,ENGINEERING_CIVIL,TMS,MBM,Mambalam,11.73,WELD_COLLAR_FATIGUE,13.9,20,2.5,7,57.1,HIGH_PRIORITY,56.5,HIGH_PRIORITY,164
SMMS-DEF-0154,S_AND_T,SMMS,MS,Chennai Egmore,4.28,SIGNAL_ASPECT_LED_DEGRADATION,0.7,23,1.0,6,57.1,HIGH_PRIORITY,56.5,HIGH_PRIORITY,165
TDMS-DEF-0087,ELECTRICAL_TRD,TDMS,UPM,Urapakkam,36.83,SECTION_INSULATOR_PITTING,17.1,7,2.5,9,55.4,CRITICAL_EMERGENCY,56.4,CRITICAL_EMERGENCY,166
TMS-DEF-0121,ENGINEERING_CIVIL,TMS,TBMS,Tambaram Sanatorium,27.6,TRACK_GEOMETRY_BAD_TGI,16.0,16,4.0,7,55.8,HIGH_PRIORITY,56.4,HIGH_PRIORITY,167
TMS-DEF-0247,ENGINEERING_CIVIL,TMS,MSC,Chetpet,7.12,IMR_ULTRASONIC_FLAW,2.5,5,3.0,10,55.0,CRITICAL_EMERGENCY,56.2,CRITICAL_EMERGENCY,168
SMMS-DEF-0055,S_AND_T,SMMS,PZA,Pazhavanthangal,18.3,ELECTRONIC_INTERLOCKING_CARD,12.7,0,1.5,10,56.0,CRITICAL_EMERGENCY,56.2,CRITICAL_EMERGENCY,169
TDMS-DEF-0015,ELECTRICAL_TRD,TDMS,VDR,Vandalur,34.4,NEUTRAL_SECTION_MAINTENANCE,13.0,4,3.5,10,55.0,CRITICAL_EMERGENCY,56.2,CRITICAL_EMERGENCY,170
SMMS-DEF-0048,S_AND_T,SMMS,PV,Pallavaram,23.22,AXLE_COUNTER_DRIFT,10.4,0,1.5,9,57.8,CRITICAL_EMERGENCY,56.2,CRITICAL_EMERGENCY,171
SMMS-DEF-0157,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT_MACHINE_MOTOR_SLUGGISH,14.2,0,2.0,9,47.2,CRITICAL_EMERGENCY,56.2,CRITICAL_EMERGENCY,172
SMMS-DEF-0211,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT_MACHINE_MOTOR_SLUGGISH,7.0,9,2.0,8,60.4,HIGH_PRIORITY,56.1,HIGH_PRIORITY,173
TMS-DEF-0294,ENGINEERING_CIVIL,TMS,TBM,Tambaram,29.45,RAIL_FRACTURE_RISK,10.0,4,3.5,9,55.4,CRITICAL_EMERGENCY,56.0,CRITICAL_EMERGENCY,174
SMMS-DEF-0249,S_AND_T,SMMS,SP,Saidapet,13.28,POINT_GROUND_CONNECTION_WEAR,12.3,7,2.5,9,54.1,CRITICAL_EMERGENCY,56.0,CRITICAL_EMERGENCY,175
TMS-DEF-0171,ENGINEERING_CIVIL,TMS,MSB,Chennai Beach,0.1,TRACK_GEOMETRY_BAD_TGI,12.0,11,4.0,8,55.9,HIGH_PRIORITY,56.0,HIGH_PRIORITY,176
TMS-DEF-0277,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.73,TRACK_GEOMETRY_BAD_TGI,15.6,16,4.0,7,55.3,HIGH_PRIORITY,56.0,HIGH_PRIORITY,177
TMS-DEF-0230,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,37.97,RAIL_FRACTURE_RISK,2.2,9,3.5,9,57.2,CRITICAL_EMERGENCY,55.9,CRITICAL_EMERGENCY,178
SMMS-DEF-0133,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT_MACHINE_MOTOR_SLUGGISH,7.9,9,2.0,9,52.0,CRITICAL_EMERGENCY,55.9,CRITICAL_EMERGENCY,179
TMS-DEF-0180,ENGINEERING_CIVIL,TMS,CMP,Chromepet,24.66,RAIL_FRACTURE_RISK,7.2,1,3.5,10,58.0,CRITICAL_EMERGENCY,55.8,CRITICAL_EMERGENCY,180
SMMS-DEF-0143,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT_GROUND_CONNECTION_WEAR,11.0,4,2.5,10,54.9,CRITICAL_EMERGENCY,55.8,CRITICAL_EMERGENCY,181
TMS-DEF-0021,ENGINEERING_CIVIL,TMS,TBM,Tambaram,29.87,IMR_ULTRASONIC_FLAW,9.8,9,3.0,8,53.1,MEDIUM_PLANNED,55.7,HIGH_PRIORITY,182
TMS-DEF-0009,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.21,WELD_COLLAR_FATIGUE,10.9,9,2.5,8,55.1,HIGH_PRIORITY,55.6,HIGH_PRIORITY,183
TMS-DEF-0221,ENGINEERING_CIVIL,TMS,MKK,Kodambakkam,9.47,TURNOUT_STOCK_RAIL_WEAR,12.4,10,3.5,8,57.1,HIGH_PRIORITY,55.5,HIGH_PRIORITY,184
SMMS-DEF-0182,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT_MACHINE_MOTOR_SLUGGISH,12.8,11,2.0,8,54.2,MEDIUM_PLANNED,55.5,MEDIUM_PLANNED,185
TDMS-DEF-0057,ELECTRICAL_TRD,TDMS,MN,Meenambakkam,20.46,INSULATOR_FLASHOVER_RISK,5.7,2,2.5,9,58.9,CRITICAL_EMERGENCY,55.3,CRITICAL_EMERGENCY,186
TDMS-DEF-0017,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,2.36,INSULATOR_FLASHOVER_RISK,14.9,4,2.5,8,56.4,HIGH_PRIORITY,55.2,HIGH_PRIORITY,187
SMMS-DEF-0052,S_AND_T,SMMS,TBM,Tambaram,29.2,POINT_MACHINE_MOTOR_SLUGGISH,14.0,19,2.0,7,56.3,HIGH_PRIORITY,55.2,HIGH_PRIORITY,188
SMMS-DEF-0125,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT_GROUND_CONNECTION_WEAR,6.3,0,2.5,10,52.6,CRITICAL_EMERGENCY,55.1,CRITICAL_EMERGENCY,189
TMS-DEF-0217,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.01,RAIL_FRACTURE_RISK,8.4,3,3.5,9,53.6,CRITICAL_EMERGENCY,55.1,CRITICAL_EMERGENCY,190
TMS-DEF-0226,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.31,RAIL_FRACTURE_RISK,13.5,2,3.5,9,56.2,CRITICAL_EMERGENCY,55.1,CRITICAL_EMERGENCY,191
TMS-DEF-0298,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,16.78,RAIL_FRACTURE_RISK,10.6,2,3.5,9,51.9,CRITICAL_EMERGENCY,55.1,CRITICAL_EMERGENCY,192
SMMS-DEF-0155,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT_MACHINE_MOTOR_SLUGGISH,9.6,1,2.0,9,55.2,CRITICAL_EMERGENCY,55.0,CRITICAL_EMERGENCY,193
TMS-DEF-0285,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.88,TRACK_GEOMETRY_BAD_TGI,13.2,8,4.0,8,52.4,MEDIUM_PLANNED,55.0,HIGH_PRIORITY,194
SMMS-DEF-0123,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT_GROUND_CONNECTION_WEAR,14.0,0,2.5,10,53.4,CRITICAL_EMERGENCY,54.8,CRITICAL_EMERGENCY,195
TDMS-DEF-0109,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,3.77,NEUTRAL_SECTION_MAINTENANCE,12.2,10,3.5,8,53.8,MEDIUM_PLANNED,54.8,MEDIUM_PLANNED,196
SMMS-DEF-0243,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT_GROUND_CONNECTION_WEAR,13.7,2,2.5,9,58.3,CRITICAL_EMERGENCY,54.7,CRITICAL_EMERGENCY,197
TDMS-DEF-0178,ELECTRICAL_TRD,TDMS,NBK,Nungambakkam,8.67,CATENARY_DROPPER_FATIGUE,9.0,15,2.0,8,50.8,MEDIUM_PLANNED,54.4,MEDIUM_PLANNED,198
SMMS-DEF-0005,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_MACHINE_MOTOR_SLUGGISH,14.1,12,2.0,8,51.1,MEDIUM_PLANNED,54.3,MEDIUM_PLANNED,199
TDMS-DEF-0063,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,3.9,NEUTRAL_SECTION_MAINTENANCE,6.7,9,3.5,8,55.5,HIGH_PRIORITY,54.3,HIGH_PRIORITY,200
TDMS-DEF-0138,ELECTRICAL_TRD,TDMS,PV,Pallavaram,23.33,INSULATOR_FLASHOVER_RISK,11.7,3,2.5,8,57.6,HIGH_PRIORITY,54.3,HIGH_PRIORITY,201
TDMS-DEF-0097,ELECTRICAL_TRD,TDMS,PRGL,Perungalathur,32.67,CONTACT_WIRE_CONDEMNING_WEAR,7.1,9,3.0,9,52.6,CRITICAL_EMERGENCY,54.2,CRITICAL_EMERGENCY,202
SMMS-DEF-0084,S_AND_T,SMMS,SP,Saidapet,12.9,POINT_MACHINE_MOTOR_SLUGGISH,6.7,20,2.0,7,49.5,MEDIUM_PLANNED,54.2,HIGH_PRIORITY,203
TDMS-DEF-0051,ELECTRICAL_TRD,TDMS,POTI,Potheri,43.7,CATENARY_DROPPER_FATIGUE,1.4,1,2.0,9,54.9,CRITICAL_EMERGENCY,54.1,CRITICAL_EMERGENCY,204
SMMS-DEF-0064,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT_MACHINE_MOTOR_SLUGGISH,4.8,7,2.0,8,55.2,HIGH_PRIORITY,54.1,HIGH_PRIORITY,205
TMS-DEF-0093,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.48,TRACK_GEOMETRY_BAD_TGI,11.9,14,4.0,7,55.9,HIGH_PRIORITY,54.1,HIGH_PRIORITY,206
TDMS-DEF-0022,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,27.75,INSULATOR_FLASHOVER_RISK,13.3,15,2.5,7,48.0,MEDIUM_PLANNED,54.1,HIGH_PRIORITY,207
TDMS-DEF-0065,ELECTRICAL_TRD,TDMS,GI,Guduvancheri,40.14,INSULATOR_FLASHOVER_RISK,10.4,20,2.5,7,54.4,MEDIUM_PLANNED,54.1,MEDIUM_PLANNED,208
SMMS-DEF-0188,S_AND_T,SMMS,MSC,Chetpet,6.11,POINT_MACHINE_MOTOR_SLUGGISH,1.8,3,2.0,9,56.4,CRITICAL_EMERGENCY,54.0,CRITICAL_EMERGENCY,209
TDMS-DEF-0195,ELECTRICAL_TRD,TDMS,POTI,Potheri,44.05,SECTION_INSULATOR_PITTING,1.2,2,2.5,9,55.7,CRITICAL_EMERGENCY,54.0,CRITICAL_EMERGENCY,210
TMS-DEF-0229,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,20.6,WELD_COLLAR_FATIGUE,5.2,22,2.5,7,51.9,MEDIUM_PLANNED,54.0,MEDIUM_PLANNED,211
SMMS-DEF-0087,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT_GROUND_CONNECTION_WEAR,9.0,3,2.5,9,52.1,CRITICAL_EMERGENCY,53.9,CRITICAL_EMERGENCY,212
SMMS-DEF-0185,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_GROUND_CONNECTION_WEAR,6.8,8,2.5,9,50.7,CRITICAL_EMERGENCY,53.8,CRITICAL_EMERGENCY,213
TMS-DEF-0056,ENGINEERING_CIVIL,TMS,GDY,Guindy,15.52,WELD_COLLAR_FATIGUE,0.9,25,2.5,7,52.9,MEDIUM_PLANNED,53.8,MEDIUM_PLANNED,214
SMMS-DEF-0089,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_MACHINE_MOTOR_SLUGGISH,5.9,13,2.0,8,50.7,MEDIUM_PLANNED,53.7,MEDIUM_PLANNED,215
SMMS-DEF-0149,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT_MACHINE_MOTOR_SLUGGISH,7.3,4,2.0,9,53.1,CRITICAL_EMERGENCY,53.6,CRITICAL_EMERGENCY,216
TMS-DEF-0211,ENGINEERING_CIVIL,TMS,SKL,Singaperumal Koil,51.22,IMR_ULTRASONIC_FLAW,12.7,7,3.0,8,54.2,MEDIUM_PLANNED,53.5,MEDIUM_PLANNED,217
SMMS-DEF-0019,S_AND_T,SMMS,MN,Meenambakkam,20.07,AXLE_COUNTER_DRIFT,11.5,1,1.5,8,56.1,HIGH_PRIORITY,53.5,HIGH_PRIORITY,218
TDMS-DEF-0184,ELECTRICAL_TRD,TDMS,MKK,Kodambakkam,9.72,INSULATOR_FLASHOVER_RISK,10.3,7,2.5,8,53.6,MEDIUM_PLANNED,53.5,MEDIUM_PLANNED,219
SMMS-DEF-0153,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_MACHINE_MOTOR_SLUGGISH,6.4,5,2.0,9,54.2,CRITICAL_EMERGENCY,53.4,CRITICAL_EMERGENCY,220
SMMS-DEF-0187,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_MACHINE_MOTOR_SLUGGISH,1.9,0,2.0,9,47.5,CRITICAL_EMERGENCY,53.4,CRITICAL_EMERGENCY,221
SMMS-DEF-0244,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT_MACHINE_MOTOR_SLUGGISH,1.8,11,2.0,9,52.0,CRITICAL_EMERGENCY,53.4,CRITICAL_EMERGENCY,222
SMMS-DEF-0091,S_AND_T,SMMS,NBK,Nungambakkam,8.2,ROUTINE_POINT_CLEANING_GREASING,2.5,46,1.0,3,53.3,MEDIUM_PLANNED,53.4,MEDIUM_PLANNED,223
SMMS-DEF-0234,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_MACHINE_MOTOR_SLUGGISH,8.0,8,2.0,8,53.3,MEDIUM_PLANNED,53.3,MEDIUM_PLANNED,224
TDMS-DEF-0207,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,2.53,CANTILEVER_BRACKET_MISALIGN,17.1,9,2.0,6,54.0,MEDIUM_PLANNED,53.3,MEDIUM_PLANNED,225
TDMS-DEF-0115,ELECTRICAL_TRD,TDMS,GI,Guduvancheri,40.36,CONTACT_WIRE_CONDEMNING_WEAR,8.9,1,3.0,9,48.7,CRITICAL_EMERGENCY,53.2,CRITICAL_EMERGENCY,226
SMMS-DEF-0167,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT_GROUND_CONNECTION_WEAR,10.6,3,2.5,8,56.3,HIGH_PRIORITY,53.2,HIGH_PRIORITY,227
SMMS-DEF-0074,S_AND_T,SMMS,MSF,Chennai Fort,2.09,CABLE_INSULATION_DROP,13.5,11,3.0,7,53.1,MEDIUM_PLANNED,53.2,MEDIUM_PLANNED,228
SMMS-DEF-0012,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_MACHINE_MOTOR_SLUGGISH,12.9,0,2.0,9,52.7,CRITICAL_EMERGENCY,53.1,CRITICAL_EMERGENCY,229
TMS-DEF-0024,ENGINEERING_CIVIL,TMS,TBM,Tambaram,28.6,WELD_COLLAR_FATIGUE,14.9,4,2.5,8,54.0,MEDIUM_PLANNED,53.1,MEDIUM_PLANNED,230
SMMS-DEF-0066,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_MACHINE_MOTOR_SLUGGISH,6.2,4,2.0,8,54.3,MEDIUM_PLANNED,53.1,MEDIUM_PLANNED,231
SMMS-DEF-0126,S_AND_T,SMMS,TLM,Tirusulam,21.14,ELECTRONIC_INTERLOCKING_CARD,9.8,7,1.5,8,53.5,MEDIUM_PLANNED,53.1,MEDIUM_PLANNED,232
TDMS-DEF-0134,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,4.25,SECTION_INSULATOR_PITTING,6.8,11,2.5,8,55.0,HIGH_PRIORITY,53.1,HIGH_PRIORITY,233
SMMS-DEF-0160,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT_GROUND_CONNECTION_WEAR,7.4,1,2.5,9,45.9,CRITICAL_EMERGENCY,52.9,CRITICAL_EMERGENCY,234
TDMS-DEF-0214,ELECTRICAL_TRD,TDMS,MN,Meenambakkam,20.05,NEUTRAL_SECTION_MAINTENANCE,9.0,13,3.5,8,57.9,HIGH_PRIORITY,52.9,MEDIUM_PLANNED,235
TMS-DEF-0271,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.99,TRACK_GEOMETRY_BAD_TGI,8.2,16,4.0,7,52.4,MEDIUM_PLANNED,52.9,MEDIUM_PLANNED,236
TMS-DEF-0053,ENGINEERING_CIVIL,TMS,NBK,Nungambakkam,8.91,RAIL_CORRUGATION_WEAR,0.9,28,3.0,6,53.6,MEDIUM_PLANNED,52.9,MEDIUM_PLANNED,237
SMMS-DEF-0031,S_AND_T,SMMS,MPK,Chennai Park,3.11,AXLE_COUNTER_DRIFT,4.4,4,1.5,9,56.0,CRITICAL_EMERGENCY,52.8,CRITICAL_EMERGENCY,238
SMMS-DEF-0156,S_AND_T,SMMS,MPK,Chennai Park,2.59,POINT_GROUND_CONNECTION_WEAR,13.6,6,2.5,8,52.7,MEDIUM_PLANNED,52.8,MEDIUM_PLANNED,239
SMMS-DEF-0038,S_AND_T,SMMS,PRGL,Perungalathur,33.0,SIGNAL_ASPECT_LED_DEGRADATION,4.3,12,1.0,7,56.3,HIGH_PRIORITY,52.8,HIGH_PRIORITY,240
TDMS-DEF-0166,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,16.44,CATENARY_DROPPER_FATIGUE,7.4,26,2.0,6,50.3,MEDIUM_PLANNED,52.8,MEDIUM_PLANNED,241
TMS-DEF-0297,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,21.46,TURNOUT_STOCK_RAIL_WEAR,10.6,14,3.5,7,53.8,MEDIUM_PLANNED,52.7,MEDIUM_PLANNED,242
TMS-DEF-0209,ENGINEERING_CIVIL,TMS,PV,Pallavaram,22.52,RAIL_FRACTURE_RISK,8.3,0,3.5,9,48.9,CRITICAL_EMERGENCY,52.6,CRITICAL_EMERGENCY,243
TMS-DEF-0092,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,16.34,TURNOUT_STOCK_RAIL_WEAR,2.1,12,3.5,8,54.6,MEDIUM_PLANNED,52.6,MEDIUM_PLANNED,244
