defect_id,department,system_source,station_code,station_name,chainage_km,track_id,defect_category,defect_description,asset_age_years,overdue_days,gmt_traffic_load,speed_restriction_kmh,has_active_tsr,estimated_repair_hours,machinery_required,safety_risk_score,target_mpi_score,urgency_level
TMS-DEF-0091,ENGINEERING_CIVIL,TMS,CGL,Chengalpattu Junction,59.11,3RD_LINE_BIDIRECTIONAL,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,10.8,1,20.3,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,6,35.2,MEDIUM_PLANNED
TMS-DEF-0092,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,16.34,LINE_4_MAIN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,2.1,12,50.7,0,0,3.5,PWAY_TURNOUT_CREW,8,54.6,MEDIUM_PLANNED
TMS-DEF-0093,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.48,LINE_4_MAIN_UP,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,11.9,14,50.8,50,1,4.0,CSM_09_32_TAMPER,7,55.9,HIGH_PRIORITY
TMS-DEF-0094,ENGINEERING_CIVIL,TMS,CGL,Chengalpattu Junction,59.7,LINE_2_SUBURBAN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,7.3,8,42.9,0,0,3.5,PWAY_TURNOUT_CREW,7,47.8,MEDIUM_PLANNED
TMS-DEF-0095,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,17.68,LINE_1_SUBURBAN_DN,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,14.2,14,26.3,0,0,4.5,BALLAST_CLEANER_BCM,5,42.2,MEDIUM_PLANNED
TMS-DEF-0096,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.82,LINE_2_SUBURBAN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,0.9,6,46.9,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,4,29.0,ROUTINE_CYCLE
TMS-DEF-0097,ENGINEERING_CIVIL,TMS,CMP,Chromepet,24.89,LINE_3_MAIN_DN,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,4.8,7,38.3,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,5,35.0,MEDIUM_PLANNED
TMS-DEF-0098,ENGINEERING_CIVIL,TMS,TBM,Tambaram,28.36,LINE_2_SUBURBAN_UP,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,4.2,5,31.8,30,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,52.0,CRITICAL_EMERGENCY
TMS-DEF-0099,ENGINEERING_CIVIL,TMS,CMP,Chromepet,25.58,LINE_4_MAIN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,12.8,0,21.2,0,0,3.5,PWAY_TURNOUT_CREW,6,35.6,MEDIUM_PLANNED
TMS-DEF-0100,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,20.35,LINE_3_MAIN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,9.5,1,34.1,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,22.3,ROUTINE_CYCLE
TMS-DEF-0101,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.63,LINE_3_MAIN_DN,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,11.4,0,27.2,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,5,31.1,ROUTINE_CYCLE
TMS-DEF-0102,ENGINEERING_CIVIL,TMS,MBM,Mambalam,10.68,LINE_2_SUBURBAN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,2.4,10,36.2,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,6,40.4,MEDIUM_PLANNED
TMS-DEF-0103,ENGINEERING_CIVIL,TMS,NBK,Nungambakkam,7.66,LINE_4_MAIN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,11.7,3,51.2,0,0,4.5,BALLAST_CLEANER_BCM,6,43.2,MEDIUM_PLANNED
TMS-DEF-0104,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.09,LINE_1_SUBURBAN_DN,WELD_COLLAR_FATIGUE,AT Weld visual defect exceeding permissible tolerance,5.1,7,30.3,0,0,2.5,AT_WELDING_CREW,7,43.5,MEDIUM_PLANNED
TMS-DEF-0105,ENGINEERING_CIVIL,TMS,MSB,Chennai Beach,0.33,LINE_2_SUBURBAN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,1.2,23,19.9,0,0,4.5,BALLAST_CLEANER_BCM,5,40.7,MEDIUM_PLANNED
TMS-DEF-0106,ENGINEERING_CIVIL,TMS,POTI,Potheri,44.65,3RD_LINE_BIDIRECTIONAL,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,2.1,2,18.4,0,0,3.5,PWAY_TURNOUT_CREW,7,36.1,MEDIUM_PLANNED
TMS-DEF-0107,ENGINEERING_CIVIL,TMS,CMP,Chromepet,25.32,LINE_3_MAIN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,15.5,5,26.6,0,0,4.0,CSM_09_32_TAMPER,7,46.6,MEDIUM_PLANNED
TMS-DEF-0108,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,4.84,LINE_4_MAIN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,1.6,14,39.4,0,0,3.5,PWAY_TURNOUT_CREW,6,43.5,MEDIUM_PLANNED
TMS-DEF-0109,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.0,LINE_3_MAIN_DN,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,15.9,2,22.0,30,1,3.5,EMERGENCY_RAIL_REPLACEMENT,10,58.8,CRITICAL_EMERGENCY
TMS-DEF-0110,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.91,LINE_1_SUBURBAN_DN,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,6.4,0,48.9,0,0,1.5,MANUAL_GANG_TOOLS,2,18.0,ROUTINE_CYCLE
TMS-DEF-0111,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,33.42,LINE_2_SUBURBAN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,10.1,3,38.7,0,0,2.0,OFF_TRACK_TAMPER,4,29.9,ROUTINE_CYCLE
TMS-DEF-0112,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,5.04,LINE_2_SUBURBAN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,3.8,1,40.5,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,10.7,ROUTINE_CYCLE
TMS-DEF-0113,ENGINEERING_CIVIL,TMS,MBM,Mambalam,10.77,LINE_1_SUBURBAN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,0.5,26,33.3,20,1,4.0,CSM_09_32_TAMPER,9,65.1,CRITICAL_EMERGENCY
TMS-DEF-0114,ENGINEERING_CIVIL,TMS,GDY,Guindy,14.26,LINE_3_MAIN_DN,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,11.4,16,33.4,0,0,4.5,BALLAST_CLEANER_BCM,6,48.6,MEDIUM_PLANNED
TMS-DEF-0115,ENGINEERING_CIVIL,TMS,MBM,Mambalam,11.97,LINE_2_SUBURBAN_UP,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,2.3,10,25.6,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,4,28.3,ROUTINE_CYCLE
TMS-DEF-0116,ENGINEERING_CIVIL,TMS,SP,Saidapet,13.42,LINE_1_SUBURBAN_DN,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,3.1,20,28.5,30,1,3.0,MANUAL_WELDING_GANG,10,66.2,CRITICAL_EMERGENCY
TMS-DEF-0117,ENGINEERING_CIVIL,TMS,GDY,Guindy,14.91,LINE_4_MAIN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,11.3,16,50.1,0,0,4.5,BALLAST_CLEANER_BCM,6,51.9,MEDIUM_PLANNED
TMS-DEF-0118,ENGINEERING_CIVIL,TMS,TBM,Tambaram,29.13,LINE_1_SUBURBAN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,1.1,2,32.7,0,0,2.0,OFF_TRACK_TAMPER,3,18.5,ROUTINE_CYCLE
TMS-DEF-0119,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.04,LINE_1_SUBURBAN_DN,WELD_COLLAR_FATIGUE,AT Weld visual defect exceeding permissible tolerance,15.4,22,46.4,50,1,2.5,AT_WELDING_CREW,8,67.4,HIGH_PRIORITY
TMS-DEF-0120,ENGINEERING_CIVIL,TMS,MSB,Chennai Beach,0.8,LINE_3_MAIN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,1.1,7,43.7,0,0,2.0,OFF_TRACK_TAMPER,3,24.2,ROUTINE_CYCLE
TMS-DEF-0121,ENGINEERING_CIVIL,TMS,TBMS,Tambaram Sanatorium,27.6,LINE_3_MAIN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,16.0,16,32.8,30,1,4.0,CSM_09_32_TAMPER,7,55.8,HIGH_PRIORITY
TMS-DEF-0122,ENGINEERING_CIVIL,TMS,CMP,Chromepet,25.11,LINE_3_MAIN_DN,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,10.9,22,47.2,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,5,50.3,MEDIUM_PLANNED
TMS-DEF-0123,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,21.53,LINE_3_MAIN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,15.2,3,45.7,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,28.8,ROUTINE_CYCLE
TMS-DEF-0124,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.73,LINE_3_MAIN_DN,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,5.5,1,51.0,0,0,4.5,BALLAST_CLEANER_BCM,5,33.6,ROUTINE_CYCLE
TMS-DEF-0125,ENGINEERING_CIVIL,TMS,TBMS,Tambaram Sanatorium,27.88,LINE_1_SUBURBAN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,14.0,2,33.7,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,15.1,ROUTINE_CYCLE
TMS-DEF-0126,ENGINEERING_CIVIL,TMS,MKK,Kodambakkam,9.71,LINE_4_MAIN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,7.4,5,19.8,0,0,1.0,MANUAL_MAINTENANCE_CREW,2,16.2,ROUTINE_CYCLE
TMS-DEF-0127,ENGINEERING_CIVIL,TMS,TBM,Tambaram,28.55,LINE_3_MAIN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,14.2,17,34.5,0,0,3.5,PWAY_TURNOUT_CREW,6,50.9,MEDIUM_PLANNED
TMS-DEF-0128,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,37.67,LINE_1_SUBURBAN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,5.3,19,18.5,0,0,4.0,CSM_09_32_TAMPER,7,49.6,MEDIUM_PLANNED
TMS-DEF-0129,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,2.63,LINE_1_SUBURBAN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,15.2,0,40.0,0,0,3.5,PWAY_TURNOUT_CREW,6,40.6,MEDIUM_PLANNED
TMS-DEF-0130,ENGINEERING_CIVIL,TMS,CMP,Chromepet,26.04,LINE_3_MAIN_DN,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,11.4,7,32.1,0,0,1.5,MANUAL_GANG_TOOLS,2,22.0,ROUTINE_CYCLE
TMS-DEF-0131,ENGINEERING_CIVIL,TMS,CMP,Chromepet,24.94,LINE_2_SUBURBAN_UP,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,3.5,5,38.4,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,6,37.9,MEDIUM_PLANNED
TMS-DEF-0132,ENGINEERING_CIVIL,TMS,MSC,Chetpet,7.14,LINE_3_MAIN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,5.8,2,44.8,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,5,33.3,ROUTINE_CYCLE
TMS-DEF-0133,ENGINEERING_CIVIL,TMS,MSB,Chennai Beach,0.1,LINE_3_MAIN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,9.5,1,40.4,0,0,2.0,OFF_TRACK_TAMPER,2,18.5,ROUTINE_CYCLE
TMS-DEF-0134,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.21,LINE_3_MAIN_DN,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,9.1,4,36.5,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,5,34.6,ROUTINE_CYCLE
TMS-DEF-0135,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,17.71,LINE_2_SUBURBAN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,6.4,28,47.1,0,0,2.0,OFF_TRACK_TAMPER,4,47.2,MEDIUM_PLANNED
TMS-DEF-0136,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.51,LINE_4_MAIN_UP,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,6.5,3,40.6,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,6,38.5,MEDIUM_PLANNED
TMS-DEF-0137,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.55,LINE_1_SUBURBAN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,8.3,7,38.1,0,0,4.0,CSM_09_32_TAMPER,6,41.7,MEDIUM_PLANNED
TMS-DEF-0138,ENGINEERING_CIVIL,TMS,PV,Pallavaram,22.51,LINE_4_MAIN_UP,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,11.7,12,31.9,15,1,3.0,MANUAL_WELDING_GANG,10,65.6,CRITICAL_EMERGENCY
TMS-DEF-0139,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,3.02,LINE_3_MAIN_DN,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,10.2,4,31.5,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,4,29.2,ROUTINE_CYCLE
TMS-DEF-0140,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,17.68,LINE_4_MAIN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,10.2,35,48.2,50,1,2.5,SLEEPER_REPLACEMENT_TEAM,6,64.2,HIGH_PRIORITY
TMS-DEF-0141,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.99,LINE_2_SUBURBAN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,11.1,32,27.8,0,0,1.0,MANUAL_MAINTENANCE_CREW,2,38.5,MEDIUM_PLANNED
TMS-DEF-0142,ENGINEERING_CIVIL,TMS,MMNK,Maraimalai Nagar,46.3,LINE_1_SUBURBAN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,11.4,2,21.4,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,11.4,ROUTINE_CYCLE
TMS-DEF-0143,ENGINEERING_CIVIL,TMS,POTI,Potheri,43.62,LINE_1_SUBURBAN_DN,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,5.5,6,19.9,20,1,3.0,MANUAL_WELDING_GANG,9,50.9,CRITICAL_EMERGENCY
TMS-DEF-0144,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,20.65,LINE_4_MAIN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,11.1,3,24.1,0,0,2.0,OFF_TRACK_TAMPER,2,17.5,ROUTINE_CYCLE
TMS-DEF-0145,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,3.25,LINE_4_MAIN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,11.1,3,34.9,0,0,2.0,OFF_TRACK_TAMPER,4,29.6,ROUTINE_CYCLE
TMS-DEF-0146,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.13,LINE_3_MAIN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,4.5,0,18.3,0,0,3.5,PWAY_TURNOUT_CREW,7,35.9,MEDIUM_PLANNED
TMS-DEF-0147,ENGINEERING_CIVIL,TMS,GDY,Guindy,15.29,LINE_2_SUBURBAN_UP,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,7.3,9,29.7,30,1,3.5,EMERGENCY_RAIL_REPLACEMENT,10,60.9,CRITICAL_EMERGENCY
TMS-DEF-0148,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,21.52,LINE_4_MAIN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,3.6,6,31.1,0,0,4.5,BALLAST_CLEANER_BCM,5,32.2,ROUTINE_CYCLE
TMS-DEF-0149,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,3.9,LINE_3_MAIN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,5.1,0,41.8,0,0,2.0,OFF_TRACK_TAMPER,2,15.9,ROUTINE_CYCLE
TMS-DEF-0150,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,40.24,LINE_1_SUBURBAN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,13.9,3,44.5,0,0,2.0,OFF_TRACK_TAMPER,2,22.9,ROUTINE_CYCLE
TMS-DEF-0151,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.83,LINE_2_SUBURBAN_UP,WELD_COLLAR_FATIGUE,AT Weld visual defect exceeding permissible tolerance,9.9,23,30.0,30,1,2.5,AT_WELDING_CREW,8,62.0,HIGH_PRIORITY
TMS-DEF-0152,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.04,3RD_LINE_BIDIRECTIONAL,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,11.1,2,22.7,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,11.5,ROUTINE_CYCLE
TMS-DEF-0153,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,37.73,LINE_2_SUBURBAN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,1.0,1,30.4,0,0,3.5,PWAY_TURNOUT_CREW,6,32.3,ROUTINE_CYCLE
TMS-DEF-0154,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,3.73,LINE_3_MAIN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,3.2,6,22.5,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,6,35.3,MEDIUM_PLANNED
TMS-DEF-0155,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.8,LINE_3_MAIN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,4.5,42,46.0,20,1,4.0,CSM_09_32_TAMPER,8,75.9,CRITICAL_EMERGENCY
TMS-DEF-0156,ENGINEERING_CIVIL,TMS,MMNK,Maraimalai Nagar,47.55,LINE_1_SUBURBAN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,15.4,2,22.8,0,0,3.5,PWAY_TURNOUT_CREW,6,38.7,MEDIUM_PLANNED
TMS-DEF-0157,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,40.77,LINE_2_SUBURBAN_UP,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,6.2,11,44.9,0,0,1.5,MANUAL_GANG_TOOLS,1,19.8,ROUTINE_CYCLE
TMS-DEF-0158,ENGINEERING_CIVIL,TMS,SP,Saidapet,12.96,LINE_4_MAIN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,10.9,14,40.9,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,6,48.4,MEDIUM_PLANNED
TMS-DEF-0159,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,20.56,LINE_3_MAIN_DN,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,11.0,2,34.0,30,1,3.5,EMERGENCY_RAIL_REPLACEMENT,10,58.7,CRITICAL_EMERGENCY
TMS-DEF-0160,ENGINEERING_CIVIL,TMS,MBM,Mambalam,11.53,LINE_4_MAIN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,10.6,13,22.0,0,0,4.5,BALLAST_CLEANER_BCM,4,33.8,ROUTINE_CYCLE
TMS-DEF-0161,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.49,LINE_4_MAIN_UP,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,2.0,4,48.2,20,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,53.4,CRITICAL_EMERGENCY
TMS-DEF-0162,ENGINEERING_CIVIL,TMS,PV,Pallavaram,22.94,LINE_4_MAIN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,12.0,10,23.3,0,0,2.0,OFF_TRACK_TAMPER,3,27.7,ROUTINE_CYCLE
TMS-DEF-0163,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,36.86,LINE_2_SUBURBAN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,6.8,10,50.4,0,0,2.0,OFF_TRACK_TAMPER,2,25.5,ROUTINE_CYCLE
TMS-DEF-0164,ENGINEERING_CIVIL,TMS,POTI,Potheri,43.73,LINE_2_SUBURBAN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,15.2,7,47.1,0,0,3.5,PWAY_TURNOUT_CREW,6,46.9,MEDIUM_PLANNED
TMS-DEF-0165,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,40.2,3RD_LINE_BIDIRECTIONAL,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,1.4,0,27.4,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,4,21.2,ROUTINE_CYCLE
TMS-DEF-0166,ENGINEERING_CIVIL,TMS,PV,Pallavaram,22.5,LINE_2_SUBURBAN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,10.4,18,51.0,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,28.0,ROUTINE_CYCLE
TMS-DEF-0167,ENGINEERING_CIVIL,TMS,CGL,Chengalpattu Junction,59.57,LINE_1_SUBURBAN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,3.7,3,46.2,0,0,2.0,OFF_TRACK_TAMPER,4,28.2,ROUTINE_CYCLE
TMS-DEF-0168,ENGINEERING_CIVIL,TMS,MKK,Kodambakkam,9.82,LINE_2_SUBURBAN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,12.5,2,44.8,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,6,41.6,MEDIUM_PLANNED
TMS-DEF-0169,ENGINEERING_CIVIL,TMS,MSB,Chennai Beach,0.1,LINE_2_SUBURBAN_UP,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,8.9,0,45.1,0,0,4.0,CSM_09_32_TAMPER,6,38.5,MEDIUM_PLANNED
TMS-DEF-0170,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,41.0,LINE_1_SUBURBAN_DN,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,6.1,8,44.8,20,1,3.0,MANUAL_WELDING_GANG,10,62.6,CRITICAL_EMERGENCY
TMS-DEF-0171,ENGINEERING_CIVIL,TMS,MSB,Chennai Beach,0.1,LINE_1_SUBURBAN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,12.0,11,35.9,30,1,4.0,CSM_09_32_TAMPER,8,55.9,HIGH_PRIORITY
TMS-DEF-0172,ENGINEERING_CIVIL,TMS,CMP,Chromepet,25.27,LINE_3_MAIN_DN,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,9.7,0,33.4,0,0,1.5,MANUAL_GANG_TOOLS,1,11.5,ROUTINE_CYCLE
TMS-DEF-0173,ENGINEERING_CIVIL,TMS,VDR,Vandalur,33.71,3RD_LINE_BIDIRECTIONAL,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,5.2,7,39.9,0,0,1.5,MANUAL_GANG_TOOLS,1,15.5,ROUTINE_CYCLE
TMS-DEF-0174,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,2.6,LINE_4_MAIN_UP,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,11.1,2,34.7,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,5,33.9,ROUTINE_CYCLE
TMS-DEF-0175,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,3.71,LINE_3_MAIN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,2.8,10,22.3,0,0,2.0,OFF_TRACK_TAMPER,4,27.9,ROUTINE_CYCLE
TMS-DEF-0176,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,37.64,3RD_LINE_BIDIRECTIONAL,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,6.4,1,38.3,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,5,31.6,ROUTINE_CYCLE
TMS-DEF-0177,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.16,LINE_4_MAIN_UP,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,12.8,11,21.9,20,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,58.5,CRITICAL_EMERGENCY
TMS-DEF-0178,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.77,LINE_4_MAIN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,13.3,4,31.6,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,6,40.8,MEDIUM_PLANNED
TMS-DEF-0179,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,4.02,LINE_3_MAIN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,4.5,27,50.4,0,0,1.0,MANUAL_MAINTENANCE_CREW,4,46.2,MEDIUM_PLANNED
TMS-DEF-0180,ENGINEERING_CIVIL,TMS,CMP,Chromepet,24.66,LINE_1_SUBURBAN_DN,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,7.2,1,43.3,15,1,3.5,EMERGENCY_RAIL_REPLACEMENT,10,58.0,CRITICAL_EMERGENCY
